input           | target          | original0       <-> cbow_mean_lstm0 || best model: 0:first, 1:second
gestort         | </s>            | 0.469201505184  <-> 0.302978903055  || 1
<s>             | dat             | 3.70544958115   <-> 3.90099716187   || 0
dat             | had             | 4.63870859146   <-> 4.46788024902   || 1
had             | hij             | 3.35797905922   <-> 3.2400226593    || 1
hij             | twee            | 6.03601646423   <-> 5.93002986908   || 1
twee            | jaar            | 2.85258340836   <-> 1.91491544247   || 1
jaar            | eerder          | 5.08613109589   <-> 5.71722126007   || 0
eerder          | al              | 4.41665267944   <-> 3.57818412781   || 1
al              | eens            | 4.56355571747   <-> 3.71310353279   || 1
eens            | gedaan          | 5.97068786621   <-> 5.54043388367   || 1
gedaan          | op              | 3.57027339935   <-> 3.66203403473   || 0
op              | de              | 1.12710571289   <-> 1.25243258476   || 0
de              | US              | 8.02199363708   <-> 6.75323677063   || 1
US              | Open            | 0.817067027092  <-> 0.114562168717  || 1
Open            | toen            | 6.73335838318   <-> 6.42559623718   || 1
toen            | hij             | 1.92379558086   <-> 2.77159547806   || 0
hij             | na              | 4.61553049088   <-> 4.41374588013   || 1
na              | negen           | 5.86629295349   <-> 6.67032814026   || 0
negen           | holes           | 13.4006576538   <-> 11.2311925888   || 1
holes           | in              | 2.73609089851   <-> 3.0482673645    || 0
in              | de              | 1.19641244411   <-> 1.28603839874   || 0
de              | slotronde       | 9.38925743103   <-> 7.88973808289   || 1
slotronde       | het             | 5.64243364334   <-> 4.85641908646   || 1
het             | plotseling      | 12.2497739792   <-> 11.5431909561   || 1
plotseling      | op              | 3.59473252296   <-> 3.50778222084   || 1
op              | zijn            | 3.44123911858   <-> 3.26492738724   || 1
zijn            | heupen          | 8.05234146118   <-> 7.23650550842   || 1
heupen          | kreeg           | 4.99508619308   <-> 4.54537439346   || 1
kreeg           | tussen          | 7.45059394836   <-> 8.77593898773   || 0
tussen          | de              | 1.25514781475   <-> 1.51299655437   || 0
de              | toeschouwers    | 8.12576675415   <-> 7.75545358658   || 1
toeschouwers    | stapte          | 10.6770544052   <-> 10.8469257355   || 0
stapte          | en              | 4.13554525375   <-> 4.0981464386    || 1
en              | verdween        | 8.84370613098   <-> 7.33766746521   || 1
verdween        | </s>            | 2.45008111      <-> 3.52322554588   || 0
<s>             | zonder          | 7.13260555267   <-> 6.97245073318   || 1
zonder          | zijn            | 4.36504364014   <-> 4.57479095459   || 0
zijn            | <UNK>           | 2.29590773582   <-> 2.16939306259   || 1
<UNK>           | of              | 6.20846939087   <-> 5.6595249176    || 1
of              | <UNK>           | 2.06059241295   <-> 2.27173948288   || 0
<UNK>           | te              | 5.96111249924   <-> 4.14890241623   || 1
te              | verwittigen     | 9.00835704803   <-> 9.4204492569    || 0
verwittigen     | </s>            | 2.41467428207   <-> 1.72521853447   || 1
<s>             | dit             | 5.5494222641    <-> 5.30293750763   || 1
dit             | jaar            | 2.16524124146   <-> 2.38245296478   || 0
jaar            | was             | 2.79470610619   <-> 2.57093858719   || 1
was             | <UNK>           | 3.63710641861   <-> 4.0396232605    || 0
<UNK>           | het             | 4.06024217606   <-> 3.5367205143    || 1
het             | toernooi        | 8.23644447327   <-> 7.93612575531   || 1
toernooi        | nochtans        | 8.56636619568   <-> 7.93096017838   || 1
nochtans        | schitterend     | 8.45496749878   <-> 8.03501415253   || 1
schitterend     | begonnen        | 7.94140768051   <-> 7.16485071182   || 1
begonnen        | met             | 2.83849453926   <-> 2.70834946632   || 1
met             | een             | 1.95400249958   <-> 1.91719198227   || 1
een             | eerste          | 5.42828273773   <-> 5.28453111649   || 1
eerste          | rondje          | 9.92756557465   <-> 9.30906486511   || 1
rondje          | van             | 3.35958623886   <-> 3.37926483154   || 0
van             | acht-en         | 6.01787948608   <-> 6.20557117462   || 0
acht-en         | zestig          | 2.63707613945   <-> 2.75989198685   || 0
zestig          | komma           | 2.1718890667    <-> 2.07960367203   || 1
komma           | dat             | 7.54827976227   <-> 7.22290420532   || 1
dat             | hem             | 6.94530773163   <-> 5.97623682022   || 1
hem             | op              | 3.30670285225   <-> 3.40446257591   || 0
op              | een             | 2.40161561966   <-> 2.66617965698   || 0
een             | gedeelde        | 8.30743408203   <-> 7.55338907242   || 1
gedeelde        | tweede          | 5.43422031403   <-> 4.38578891754   || 1
tweede          | plaats          | 2.0308740139    <-> 1.62624788284   || 1
plaats          | zette           | 6.96418142319   <-> 6.31930732727   || 1
zette           | </s>            | 0.796964049339  <-> 0.413560092449  || 1
<s>             | maar            | 3.76087236404   <-> 3.59864830971   || 1
maar            | de              | 2.14035844803   <-> 2.30708909035   || 0
de              | duivel          | 9.02611160278   <-> 9.39616012573   || 0
duivel          | in              | 3.59806060791   <-> 3.75058293343   || 0
in              | <UNK>           | 3.1387348175    <-> 3.1168088913    || 1
<UNK>           | won             | 6.14194631577   <-> 6.02903652191   || 1
won             | het             | 3.156686306     <-> 3.35275363922   || 0
het             | alweer          | 8.36387062073   <-> 7.73425722122   || 1
alweer          | van             | 3.59490799904   <-> 3.61311221123   || 0
van             | de              | 1.32003092766   <-> 1.40159797668   || 0
de              | <UNK>           | 1.98868763447   <-> 1.99100506306   || 0
<UNK>           | </s>            | 1.33872210979   <-> 0.985248982906  || 1
<s>             | de              | 2.00110268593   <-> 2.01645112038   || 0
de              | gevolgen        | 8.20273303986   <-> 8.49530601501   || 0
gevolgen        | vallen          | 9.52041435242   <-> 9.14772605896   || 1
vallen          | te              | 5.16244792938   <-> 5.32647371292   || 0
te              | vrezen          | 6.37964439392   <-> 6.14530944824   || 1
vrezen          | </s>            | 1.68658804893   <-> 1.72228479385   || 0
<s>             | <UNK>           | 3.1323928833    <-> 3.0580201149    || 1
<UNK>           | is              | 2.98159265518   <-> 3.24949193001   || 0
is              | een             | 2.20568203926   <-> 2.11523938179   || 1
een             | van             | 4.12040758133   <-> 3.78119850159   || 1
van             | de              | 0.998846650124  <-> 0.940988481045  || 1
de              | mensen          | 5.94794940948   <-> 6.2377576828    || 0
mensen          | die             | 2.30047369003   <-> 1.94894337654   || 1
die             | als             | 4.98390102386   <-> 5.27614307404   || 0
als             | hen             | 7.39212036133   <-> 8.14289283752   || 0
hen             | naar            | 5.28978729248   <-> 4.88423156738   || 1
naar            | hun             | 4.35319137573   <-> 4.66753101349   || 0
hun             | favoriete       | 6.40983724594   <-> 6.3395152092    || 1
favoriete       | drankje         | 11.2686653137   <-> 11.5918912888   || 0
drankje         | gevraagd        | 9.61144542694   <-> 9.09149551392   || 1
gevraagd        | wordt           | 4.22883987427   <-> 2.97774076462   || 1
wordt           | antwoorden      | 11.578625679    <-> 12.5449533463   || 0
antwoorden      | </s>            | 0.862090110779  <-> 0.902572035789  || 0
<s>             | het             | 2.82423329353   <-> 2.81620764732   || 1
het             | volgende        | 7.91867923737   <-> 8.30453681946   || 0
volgende        | </s>            | 7.02268981934   <-> 8.40719413757   || 0
<s>             | de              | 2.04708909988   <-> 1.97311353683   || 1
de              | </s>            | 10.555352211    <-> 8.97729682922   || 1
<s>             | Amerikaan       | 11.3875141144   <-> 11.3413305283   || 1
Amerikaan       | <UNK>           | 2.37804865837   <-> 2.15823769569   || 1
<UNK>           | <UNK>           | 2.1738615036    <-> 2.0936422348    || 1
<UNK>           | altijd          | 8.79429912567   <-> 9.41029167175   || 0
altijd          | goed            | 5.73781204224   <-> 5.61829996109   || 1
goed            | voor            | 2.47411203384   <-> 2.59236454964   || 0
voor            | een             | 2.28314471245   <-> 2.39069771767   || 0
een             | sterke          | 6.21256542206   <-> 6.10799694061   || 1
sterke          | quote           | 12.0699768066   <-> 10.8404560089   || 1
quote           | kreeg           | 8.45156669617   <-> 7.74150562286   || 1
kreeg           | na              | 5.91745424271   <-> 5.66366767883   || 1
na              | een             | 1.7756062746    <-> 1.68067705631   || 1
een             | <UNK>           | 1.92881143093   <-> 2.30513882637   || 0
<UNK>           | in              | 2.80795526505   <-> 2.70822048187   || 1
in              | de              | 1.27075242996   <-> 1.18273591995   || 1
de              | US              | 8.72334098816   <-> 7.59306430817   || 1
US              | <UNK>           | 1.52885985374   <-> 3.29995965958   || 0
<UNK>           | een             | 3.40422534943   <-> 2.67016649246   || 1
een             | microfoon       | 9.71475982666   <-> 9.96588897705   || 0
microfoon       | onder           | 6.02407836914   <-> 5.88084745407   || 1
onder           | de              | 1.48754501343   <-> 1.54071259499   || 0
de              | neus            | 6.076628685     <-> 4.90039825439   || 1
neus            | geduwd          | 10.649936676    <-> 10.6955623627   || 0
geduwd          | en              | 2.07557988167   <-> 2.84205055237   || 0
en              | verwoordde      | 12.3588886261   <-> 12.454706192    || 0
verwoordde      | het             | 2.68374752998   <-> 2.3365445137    || 1
het             | gevoel          | 5.59529399872   <-> 6.25812721252   || 0
gevoel          | dat             | 1.29776895046   <-> 1.14414489269   || 1
dat             | vele            | 8.52204799652   <-> 8.20488548279   || 1
vele            | <UNK>           | 2.18052053452   <-> 2.26735067368   || 0
<UNK>           | kennen          | 9.08352565765   <-> 10.0938978195   || 0
kennen          | </s>            | 1.16508376598   <-> 1.29327130318   || 0
<s>             | voor            | 4.57810688019   <-> 4.61391115189   || 0
voor            | spelers         | 9.67027854919   <-> 8.80747699738   || 1
spelers         | als             | 4.85150051117   <-> 4.87878513336   || 0
als             | ik              | 3.94577336311   <-> 5.12713003159   || 0
ik              | lijkt           | 9.25145149231   <-> 9.22198486328   || 1
